Date,Open,High,Low,Close,Volume
08/15/2022,"329.42","333.57","329.40","333.06","38,266,609"
08/12/2022,"326.18","330.59","325.10","330.39","40,928,379"
08/11/2022,"328.31","330.36","323.36","324.08","45,897,648"
08/10/2022,"324.59","326.23","322.06","325.93","51,459,559"
08/09/2022,"318.77","319.03","315.42","317.08","39,764,219"
08/08/2022,"322.69","326.47","319.21","320.71","44,066,301"
08/05/2022,"319.19","323.83","318.39","321.75","53,893,969"
08/04/2022,"322.97","324.72","320.77","324.40","38,973,660"
08/03/2022,"316.05","323.73","315.99","322.89","53,735,727"
08/02/2022,"312.92","318.55","311.84","314.33","48,676,500"
08/01/2022,"313.65","318.81","312.53","315.27","46,358,832"
07/29/2022,"311.39","316.39","309.93","315.46","57,501,039"
07/28/2022,"306.59","310.40","302.75","309.81","55,139,941"
07/27/2022,"299.04","308.54","298.46","306.81","69,304,359"
07/26/2022,"298.53","298.79","293.54","294.37","50,074,121"
07/25/2022,"302.02","302.50","298.22","300.27","40,582,379"
07/22/2022,"306.43","308.55","300.12","301.99","57,127,719"
07/21/2022,"303.50","307.44","300.78","307.38","55,049,359"
07/20/2022,"298.73","304.24","297.93","303.03","67,769,430"
07/19/2022,"293.11","298.60","291.47","298.30","55,172,641"
07/18/2022,"294.72","296.16","288.20","289.40","59,519,578"
07/15/2022,"289.73","291.98","288.08","291.87","63,818,152"
07/14/2022,"282.99","287.56","279.80","286.67","63,741,840"
07/13/2022,"280.60","288.05","280.02","285.65","73,939,422"
07/12/2022,"290.32","292.28","284.61","286.24","55,797,090"
07/11/2022,"292.88","293.11","288.14","289.04","55,273,922"
07/08/2022,"292.08","296.75","291.12","295.35","59,895,480"
07/07/2022,"289.63","295.70","289.63","294.98","56,620,113"
07/06/2022,"287.35","290.95","285.59","288.80","63,194,719"
07/05/2022,"278.31","287.08","276.75","286.96","61,829,273"
07/01/2022,"278.95","282.53","277.03","282.13","56,675,113"
06/30/2022,"280.75","283.94","275.78","280.28","79,313,586"
