Date,Open,High,Low,Close,Volume
08/13/2019,"184.27","189.68","184.02","188.39","40,473,039"
08/12/2019,"185.34","185.90","183.50","184.35","24,642,869"
08/09/2019,"187.32","188.00","185.03","186.49","33,608,930"
08/08/2019,"185.15","188.32","184.57","188.26","38,418,078"
08/07/2019,"181.32","184.51","179.89","184.25","49,990,594"
08/06/2019,"182.38","183.80","181.07","183.26","41,897,246"
08/05/2019,"183.51","183.51","179.20","180.73","75,039,969"
08/02/2019,"188.82","188.99","186.21","187.35","55,214,008"
08/01/2019,"191.51","194.98","189.23","190.15","63,251,648"
07/31/2019,"194.31","194.43","189.32","191.10","41,627,473"
07/30/2019,"193.16","194.54","192.99","193.78","18,705,010"
07/29/2019,"195.18","195.18","193.39","194.62","20,451,650"
07/26/2019,"194.52","195.55","194.43","195.29","20,431,240"
07/25/2019,"194.48","194.52","192.93","193.30","23,434,740"
07/24/2019,"193.07","195.16","193.03","195.15","20,422,869"
07/23/2019,"193.58","193.81","192.29","193.79","23,786,730"
07/22/2019,"191.50","192.94","191.44","192.53","18,953,600"
07/19/2019,"193.82","193.83","190.81","191.01","29,387,949"
07/18/2019,"191.30","192.79","190.69","192.42","29,066,340"
07/17/2019,"193.20","193.49","192.18","192.20","16,765,070"
07/16/2019,"193.86","194.09","192.56","193.15","20,190,891"
07/15/2019,"193.97","194.19","193.44","194.15","15,606,070"
07/12/2019,"192.63","193.54","192.45","193.53","20,211,881"
07/11/2019,"192.88","193.34","191.81","192.42","23,736,119"
07/10/2019,"191.79","193.09","191.47","192.56","28,374,510"
07/09/2019,"188.79","190.90","188.65","190.66","19,193,500"
07/08/2019,"189.86","189.87","188.93","189.71","17,598,830"
07/05/2019,"190.15","191.40","189.39","191.05","21,415,619"
07/03/2019,"190.45","191.44","190.29","191.44","15,792,070"
07/02/2019,"189.19","190.03","188.66","190.01","18,035,770"
07/01/2019,"190.30","190.57","188.38","189.26","31,193,391"
06/28/2019,"186.95","187.15","186.07","186.74","21,179,250"
06/27/2019,"186.47","186.94","185.99","186.50","19,709,230"
06/26/2019,"186.13","187.33","185.49","185.79","22,595,721"
06/25/2019,"188.06","188.14","184.65","184.93","33,921,113"
06/24/2019,"188.52","188.72","188.06","188.16","19,375,211"
06/21/2019,"188.57","189.77","188.17","188.57","39,980,422"
06/20/2019,"189.72","189.76","187.16","188.85","40,921,961"
06/19/2019,"186.73","187.53","185.57","187.11","31,672,859"
06/18/2019,"185.88","187.72","185.43","186.41","48,177,301"
06/17/2019,"183.01","184.25","182.84","183.74","20,379,480"
06/14/2019,"182.44","183.11","181.94","182.64","22,844,090"
06/13/2019,"183.12","183.87","182.74","183.42","23,715,830"
06/12/2019,"182.88","183.28","182.00","182.34","27,758,119"
06/11/2019,"185.07","185.40","182.78","183.40","41,260,320"
06/10/2019,"182.23","184.85","182.21","183.15","41,385,281"
06/07/2019,"178.50","181.77","178.33","181.04","45,888,352"
06/06/2019,"176.52","178.04","175.73","177.61","29,913,211"
06/05/2019,"176.60","176.61","174.38","176.21","34,412,699"
06/04/2019,"171.98","174.97","171.37","174.91","47,797,848"
06/03/2019,"173.52","173.95","169.27","170.12","75,842,289"
05/31/2019,"174.71","175.29","173.87","173.95","45,446,207"
05/30/2019,"176.54","177.27","175.77","176.77","30,354,789"
05/29/2019,"176.45","177.00","175.09","176.03","42,178,770"
05/28/2019,"178.67","179.66","177.47","177.49","24,763,820"
05/24/2019,"179.30","179.85","177.94","178.16","25,903,270"
05/23/2019,"179.00","179.02","177.14","178.25","45,351,312"
05/22/2019,"180.81","182.07","180.75","181.02","24,332,551"
05/21/2019,"181.50","182.33","180.92","181.83","31,613,789"
05/20/2019,"180.51","181.18","179.34","179.95","38,608,289"
05/17/2019,"183.10","185.58","182.88","183.04","44,702,281"
05/16/2019,"183.11","186.07","182.95","184.93","39,281,160"
05/15/2019,"179.39","183.55","179.31","183.09","40,944,551"
05/14/2019,"179.51","181.63","178.86","180.54","43,360,641"
05/13/2019,"180.30","181.26","178.06","178.58","67,185,766"
