Date,Open,High,Low,Close,Volume
08/07/2009,"39.91","40.07","39.59","39.88","107,512,203"
08/06/2009,"39.79","39.93","39.24","39.38","116,937,398"
08/05/2009,"40.13","40.14","39.46","39.73","118,093,000"
08/04/2009,"39.86","40.19","39.77","40.04","100,690,703"
08/03/2009,"39.85","40.06","39.64","40.04","111,722,703"
07/31/2009,"39.56","39.85","39.41","39.45","78,208,281"
07/30/2009,"39.74","40.18","39.51","39.57","108,969,797"
07/29/2009,"39.32","39.43","39.00","39.34","126,538,203"
07/28/2009,"39.18","39.59","38.93","39.08","111,564,305"
07/27/2009,"39.29","39.41","38.87","39.35","94,718,531"
07/24/2009,"38.93","39.37","38.78","39.05","109,312,203"
07/23/2009,"38.45","39.49","38.39","39.35","160,566,406"
07/22/2009,"38.20","38.69","38.13","38.50","113,808,602"
07/21/2009,"38.07","38.18","37.64","38.18","130,587,602"
07/20/2009,"37.75","38.00","37.61","37.92","97,168,734"
07/17/2009,"37.36","37.57","37.17","37.56","104,906,398"
07/16/2009,"36.74","37.44","36.72","37.36","120,142,398"
07/15/2009,"36.31","36.93","36.14","36.92","160,869,703"
07/14/2009,"35.52","35.79","35.40","35.72","115,631,602"
07/13/2009,"34.95","35.60","34.48","35.59","127,140,305"
07/10/2009,"34.66","35.14","34.56","34.92","108,481,906"
07/09/2009,"34.84","35.01","34.65","34.77","97,851,469"
07/08/2009,"34.73","34.87","34.30","34.71","152,776,406"
07/07/2009,"35.42","35.49","34.51","34.53","149,772,984"
07/06/2009,"35.38","35.54","35.04","35.41","107,632,492"
07/02/2009,"36.09","36.10","35.50","35.60","113,309,797"
07/01/2009,"36.54","36.84","36.39","36.40","85,975,914"
06/30/2009,"36.55","36.73","36.11","36.38","97,843,000"
06/29/2009,"36.44","36.75","36.12","36.45","93,817,594"
06/26/2009,"36.13","36.50","36.05","36.37","87,677,289"
06/25/2009,"35.38","36.36","35.28","36.29","112,538,094"
06/24/2009,"35.30","35.87","35.28","35.59","103,314,602"
06/23/2009,"35.20","35.26","34.77","35.00","114,903,000"
06/22/2009,"35.80","35.89","35.02","35.08","137,714,797"
06/19/2009,"36.04","36.36","35.91","36.16","122,050,094"
06/18/2009,"35.83","36.06","35.57","35.82","126,266,703"
06/17/2009,"35.67","36.21","35.45","35.89","153,421,797"
06/16/2009,"36.06","36.19","35.52","35.55","110,550,203"
06/15/2009,"36.28","36.33","35.58","35.90","112,152,898"
06/12/2009,"36.67","36.72","36.20","36.65","109,452,492"
06/11/2009,"36.76","37.23","36.75","36.82","147,909,703"
06/10/2009,"37.17","37.18","36.29","36.82","133,404,594"
06/09/2009,"36.84","37.17","36.67","36.95","109,187,797"
06/08/2009,"36.53","36.95","36.12","36.67","89,194,094"
06/05/2009,"36.96","37.08","36.42","36.78","121,963,000"
06/04/2009,"36.40","36.79","36.34","36.74","89,280,570"
06/03/2009,"36.28","36.37","35.93","36.33","93,329,719"
06/02/2009,"36.19","36.79","36.11","36.44","126,858,602"
06/01/2009,"35.73","36.50","35.61","36.39","119,192,203"
05/29/2009,"34.98","35.50","34.76","35.38","111,535,695"
05/28/2009,"34.77","35.07","34.21","34.95","118,931,297"
05/27/2009,"34.68","35.19","34.43","34.55","121,393,102"
05/26/2009,"33.19","34.83","33.18","34.79","144,857,109"
05/22/2009,"33.78","33.97","33.32","33.54","83,520,289"
05/21/2009,"34.02","34.26","33.31","33.65","139,253,109"
05/20/2009,"34.54","35.04","34.18","34.28","131,873,703"
05/19/2009,"34.14","34.74","33.95","34.40","129,086,398"
05/18/2009,"33.59","34.28","33.39","34.24","114,333,398"
05/15/2009,"33.36","33.82","33.23","33.37","121,326,305"
05/14/2009,"33.10","33.70","33.08","33.39","140,021,594"
05/13/2009,"33.63","33.65","32.96","33.02","175,548,188"
05/12/2009,"34.42","34.48","33.52","33.93","147,842,094"
05/11/2009,"33.78","34.72","33.68","34.35","142,775,906"
05/08/2009,"34.35","34.74","33.88","34.23","183,507,297"
05/07/2009,"35.25","35.27","33.88","34.21","216,484,609"
05/06/2009,"35.32","35.34","34.46","35.03","178,840,500"
05/05/2009,"34.99","35.06","34.63","35.02","113,638,094"
05/04/2009,"34.67","35.09","34.52","35.05","119,317,297"
05/01/2009,"34.28","34.54","34.01","34.37","100,112,000"
04/30/2009,"34.37","34.90","34.04","34.28","144,120,406"
04/29/2009,"33.75","34.40","33.64","33.94","141,413,594"
04/28/2009,"33.52","33.91","33.36","33.48","108,968,000"
04/27/2009,"33.42","34.06","33.35","33.73","120,749,102"
04/24/2009,"33.35","33.93","33.07","33.69","141,169,906"
04/23/2009,"33.01","33.14","32.49","33.11","181,848,797"
04/22/2009,"32.50","33.53","32.39","32.79","165,040,500"
04/21/2009,"32.09","32.74","32.08","32.69","145,490,203"
04/20/2009,"32.70","32.82","32.06","32.24","123,080,492"
04/17/2009,"33.16","33.50","32.93","33.31","129,835,398"
04/16/2009,"32.83","33.43","32.51","33.24","171,168,000"
04/15/2009,"32.24","32.43","31.85","32.40","124,808,094"
04/14/2009,"32.69","32.88","32.27","32.49","124,069,000"
04/13/2009,"32.80","33.07","32.53","32.89","119,310,398"
04/09/2009,"32.53","33.01","32.43","32.94","131,871,406"
04/08/2009,"31.72","32.15","31.49","31.95","126,126,000"
04/07/2009,"31.90","31.92","31.21","31.42","147,531,203"
04/06/2009,"31.97","32.33","31.65","32.27","160,413,594"
04/03/2009,"32.05","32.40","31.83","32.35","134,577,203"
04/02/2009,"31.34","32.27","31.23","31.76","212,272,297"
04/01/2009,"29.94","30.88","29.79","30.77","137,949,906"
03/31/2009,"30.31","30.95","30.27","30.32","150,243,812"
03/30/2009,"30.29","30.32","29.62","30.06","162,919,594"
03/27/2009,"31.07","31.18","30.71","30.82","156,108,000"
03/26/2009,"30.88","31.46","30.42","31.41","182,459,391"
03/25/2009,"30.58","31.05","29.66","30.47","190,601,594"
03/24/2009,"30.65","30.88","30.31","30.33","120,849,508"
03/23/2009,"29.86","30.94","29.20","30.90","179,642,594"
03/20/2009,"29.66","30.03","28.98","29.18","149,437,406"
03/19/2009,"30.12","30.13","29.46","29.68","146,766,500"
03/18/2009,"29.23","30.20","29.08","29.70","208,146,891"
03/17/2009,"28.41","29.33","28.30","29.33","169,852,406"
03/16/2009,"28.90","28.98","28.19","28.26","190,329,406"
03/13/2009,"28.68","28.84","28.32","28.74","156,783,500"
03/12/2009,"27.72","28.76","27.44","28.67","184,511,016"
03/11/2009,"27.63","27.99","27.26","27.75","173,147,906"
03/10/2009,"26.26","27.39","26.16","27.33","175,068,094"
03/09/2009,"26.05","26.81","25.63","25.74","181,154,000"
03/06/2009,"26.63","26.81","25.71","26.30","218,421,500"
03/05/2009,"27.03","27.24","26.42","26.51","199,616,406"
03/04/2009,"27.01","27.71","26.92","27.33","164,906,094"
03/03/2009,"26.85","27.16","26.42","26.62","158,740,000"
03/02/2009,"27.12","27.51","26.47","26.64","188,175,906"
02/27/2009,"27.49","27.98","27.39","27.53","204,492,500"
02/26/2009,"28.78","28.95","27.70","27.79","211,282,797"
02/25/2009,"28.62","29.17","28.14","28.59","220,223,016"
02/24/2009,"28.00","28.98","27.96","28.78","181,335,812"
02/23/2009,"29.03","29.05","27.73","27.86","169,469,906"
02/20/2009,"28.46","29.15","28.39","28.87","210,752,406"
02/19/2009,"29.43","29.61","28.72","28.79","155,322,406"
02/18/2009,"29.41","29.67","28.87","29.24","161,268,297"
02/17/2009,"29.47","29.67","29.06","29.22","157,782,500"
02/13/2009,"30.46","30.78","30.29","30.43","145,060,609"
02/12/2009,"29.83","30.61","29.64","30.57","201,151,391"
02/11/2009,"30.34","30.53","29.73","30.20","169,172,609"
02/10/2009,"31.30","31.68","30.10","30.34","232,790,500"
02/09/2009,"31.39","31.67","31.19","31.50","98,853,891"
02/06/2009,"30.71","31.51","30.58","31.37","164,509,594"
02/05/2009,"29.47","30.77","29.46","30.57","217,569,594"
02/04/2009,"29.93","30.87","29.79","29.91","175,780,797"
02/03/2009,"29.46","30.43","29.03","29.87","120,609,297"
02/02/2009,"28.77","29.61","28.74","29.41","126,883,398"
01/30/2009,"29.82","29.93","28.94","29.06","140,355,203"
01/29/2009,"29.97","30.40","29.48","29.58","130,772,797"
01/28/2009,"29.83","30.65","29.81","30.35","139,797,203"
01/27/2009,"29.14","29.57","29.12","29.32","110,914,797"
01/26/2009,"28.96","29.59","28.75","29.11","140,480,984"
01/23/2009,"28.31","29.35","28.14","28.90","170,164,094"
01/22/2009,"28.52","29.23","28.26","28.76","200,602,594"
01/21/2009,"28.43","29.19","28.10","29.15","149,242,703"
01/20/2009,"29.29","29.43","27.96","27.96","135,251,016"
01/16/2009,"29.53","29.60","28.70","29.42","175,490,406"
01/15/2009,"28.55","29.34","28.07","29.10","192,790,703"
01/14/2009,"29.17","29.28","28.47","28.63","137,103,203"
01/13/2009,"29.52","29.98","29.18","29.53","186,387,297"
01/12/2009,"30.12","30.15","29.20","29.52","102,778,898"
01/09/2009,"30.79","30.79","29.92","30.07","117,168,305"
01/08/2009,"30.34","30.80","30.08","30.76","131,926,000"
01/07/2009,"30.81","30.90","30.19","30.44","134,061,906"
01/06/2009,"31.28","31.63","31.11","31.33","136,820,000"
01/05/2009,"30.82","31.33","30.59","31.02","91,816,602"
01/02/2009,"29.77","31.13","29.69","31.03","107,920,203"
12/31/2008,"29.48","30.08","29.45","29.74","89,221,195"
12/30/2008,"28.98","29.59","28.94","29.49","77,131,109"
12/29/2008,"29.23","29.24","28.46","28.89","52,742,520"
12/26/2008,"29.19","29.23","28.97","29.13","20,946,301"
12/24/2008,"29.20","29.21","28.98","29.14","27,210,320"
12/23/2008,"29.28","29.62","28.89","29.06","68,804,641"
12/22/2008,"29.86","29.92","28.74","29.21","95,416,289"
12/19/2008,"29.98","30.37","29.66","29.86","118,332,898"
12/18/2008,"30.19","30.40","29.36","29.66","142,773,797"
12/17/2008,"30.23","30.60","29.82","30.19","159,965,406"
12/16/2008,"29.42","30.66","29.10","30.56","172,053,703"
12/15/2008,"29.73","29.76","28.74","29.16","107,938,898"
12/12/2008,"28.69","29.86","28.47","29.68","158,613,797"
12/11/2008,"29.80","30.27","28.94","29.09","167,448,891"
12/10/2008,"30.09","30.46","29.62","29.91","162,457,500"
12/09/2008,"29.68","30.83","29.57","30.01","178,390,094"
12/08/2008,"29.55","30.46","29.44","30.08","185,853,297"
12/05/2008,"27.50","29.07","26.95","28.94","212,310,891"
12/04/2008,"28.15","28.78","27.32","27.81","188,924,188"
12/03/2008,"27.13","28.71","27.07","28.62","231,010,703"
12/02/2008,"27.28","27.89","26.84","27.83","181,779,297"
12/01/2008,"28.50","28.51","26.89","26.93","149,331,109"
11/28/2008,"29.04","29.19","28.83","29.12","41,242,840"
11/26/2008,"27.88","29.36","27.81","29.35","165,061,297"
11/25/2008,"28.62","28.64","27.52","28.17","203,052,500"
11/24/2008,"27.22","28.64","26.98","28.30","225,212,500"
11/21/2008,"25.96","26.68","25.05","26.67","282,766,406"
11/20/2008,"26.54","27.45","25.47","25.56","342,471,406"
11/19/2008,"28.40","28.78","26.79","26.86","244,288,891"
11/18/2008,"28.56","28.75","27.39","28.34","252,794,203"
11/17/2008,"28.49","29.23","28.26","28.37","202,894,891"
11/14/2008,"29.80","30.42","28.87","28.98","259,407,109"
11/13/2008,"28.63","30.53","27.28","30.46","318,269,094"
11/12/2008,"29.65","29.80","28.65","28.71","184,936,188"
11/11/2008,"30.47","30.76","29.72","30.10","162,921,203"
11/10/2008,"31.94","31.97","30.40","30.77","142,737,906"
11/07/2008,"30.92","31.48","30.59","31.19","176,977,594"
11/06/2008,"31.50","31.87","30.40","30.56","220,780,500"
11/05/2008,"33.49","33.60","31.92","31.99","184,147,906"
11/04/2008,"33.49","34.01","32.98","33.75","182,532,984"
11/03/2008,"32.81","33.29","32.51","32.82","128,502,398"
