Date,Open,High,Low,Close,Volume
08/09/2012,"66.62","66.91","66.49","66.82","20,726,180"
08/08/2012,"66.48","66.76","66.37","66.62","20,723,500"
08/07/2012,"66.38","66.92","66.28","66.65","28,222,359"
08/06/2012,"65.94","66.39","65.80","66.10","23,529,619"
08/03/2012,"65.38","65.88","65.19","65.60","42,122,941"
08/02/2012,"64.10","65.02","63.91","64.38","40,544,551"
08/01/2012,"65.25","65.28","64.35","64.61","30,919,779"
07/31/2012,"64.91","65.18","64.74","64.80","34,595,379"
07/30/2012,"65.01","65.31","64.60","64.82","37,821,191"
07/27/2012,"63.83","64.99","63.64","64.87","42,623,488"
07/26/2012,"63.44","63.73","62.97","63.37","41,934,262"
07/25/2012,"62.49","62.95","62.15","62.54","46,267,398"
07/24/2012,"63.58","63.66","62.55","62.96","57,269,688"
07/23/2012,"63.00","63.68","62.51","63.46","48,657,621"
07/20/2012,"65.09","65.10","64.21","64.24","40,572,551"
07/19/2012,"64.84","65.31","64.72","65.10","53,017,699"
07/18/2012,"63.40","64.58","63.39","64.39","44,489,609"
07/17/2012,"63.58","63.74","62.63","63.53","42,476,969"
07/16/2012,"63.24","63.52","62.95","63.20","27,623,180"
07/13/2012,"62.56","63.52","62.56","63.38","32,358,949"
07/12/2012,"62.55","62.69","61.86","62.43","57,680,391"
07/11/2012,"63.29","63.46","62.50","63.02","43,431,953"
07/10/2012,"64.33","64.51","63.12","63.37","47,365,648"
07/09/2012,"64.03","64.26","63.68","64.00","35,636,980"
07/06/2012,"64.65","64.69","63.65","64.12","40,684,059"
07/05/2012,"64.78","65.25","64.48","64.93","37,025,559"
07/03/2012,"64.38","64.89","64.29","64.89","15,895,090"
07/02/2012,"64.23","64.38","63.87","64.35","33,432,711"
06/29/2012,"63.37","64.16","63.21","64.16","44,765,801"
06/28/2012,"62.42","62.47","61.54","62.20","49,793,379"
06/27/2012,"62.76","63.18","62.69","62.90","35,705,770"
06/26/2012,"62.33","62.70","62.06","62.52","30,610,730"
06/25/2012,"62.84","62.85","61.95","62.13","33,136,340"
06/22/2012,"62.88","63.43","62.73","63.35","29,513,100"
