Date,Open,High,Low,Close,Volume
08/09/2013,"76.70","76.94","76.27","76.49","18,569,820"
08/08/2013,"76.84","76.98","76.30","76.80","19,993,949"
08/07/2013,"76.36","76.57","75.87","76.42","20,281,131"
08/06/2013,"76.92","76.99","76.25","76.56","23,680,561"
08/05/2013,"76.89","77.08","76.78","77.02","15,462,780"
08/02/2013,"76.56","76.99","76.38","76.97","18,105,230"
08/01/2013,"76.30","76.65","76.21","76.54","16,879,930"
07/31/2013,"75.77","76.21","75.63","75.77","25,007,600"
07/30/2013,"75.50","75.95","75.35","75.63","24,104,510"
07/29/2013,"75.22","75.54","75.03","75.23","20,970,311"
07/26/2013,"74.67","75.38","74.55","75.37","20,885,520"
07/25/2013,"74.89","75.06","74.46","74.97","23,167,340"
07/24/2013,"74.99","75.02","74.33","74.50","24,426,811"
07/23/2013,"74.95","74.96","74.20","74.26","24,748,779"
07/22/2013,"74.87","74.98","74.58","74.81","21,135,859"
07/19/2013,"74.72","74.74","74.37","74.59","37,734,059"
07/18/2013,"75.54","75.74","75.25","75.37","36,278,801"
07/17/2013,"75.60","75.74","75.35","75.56","24,631,500"
07/16/2013,"75.54","75.59","75.18","75.37","31,747,090"
07/15/2013,"75.36","75.52","75.17","75.47","19,790,971"
07/12/2013,"75.02","75.35","74.82","75.30","31,417,850"
07/11/2013,"74.29","75.03","74.25","74.97","47,777,680"
07/10/2013,"73.00","73.62","72.98","73.51","25,598,891"
07/09/2013,"72.98","73.25","72.65","73.09","26,115,189"
07/08/2013,"72.94","72.99","72.38","72.65","20,563,730"
07/05/2013,"72.45","72.61","71.86","72.58","28,795,990"
07/03/2013,"71.48","72.37","71.42","72.03","18,847,420"
07/02/2013,"71.68","72.18","71.35","71.74","23,069,570"
07/01/2013,"71.76","72.30","71.64","71.71","24,951,289"
06/28/2013,"70.92","71.69","70.79","71.27","28,301,070"
06/27/2013,"71.22","71.62","71.13","71.17","23,546,420"
06/26/2013,"70.82","71.00","70.59","70.87","23,746,660"
06/25/2013,"70.41","70.52","69.81","70.24","28,897,391"
06/24/2013,"69.84","70.27","69.15","69.73","41,492,207"
06/21/2013,"70.78","70.97","69.84","70.43","51,565,551"
06/20/2013,"71.92","72.16","70.79","71.03","60,908,391"
06/19/2013,"73.57","73.68","72.68","72.76","43,145,078"
06/18/2013,"73.07","73.72","73.06","73.58","24,861,270"
06/17/2013,"72.88","73.40","72.60","72.98","32,443,500"
06/14/2013,"72.76","72.84","72.17","72.28","27,697,010"
06/13/2013,"71.76","72.92","71.55","72.76","28,230,369"
06/12/2013,"73.12","73.14","71.74","71.85","42,081,832"
06/11/2013,"72.67","73.34","72.44","72.69","40,281,422"
06/10/2013,"73.55","73.76","73.26","73.42","25,393,170"
06/07/2013,"72.73","73.47","72.52","73.39","31,971,150"
06/06/2013,"72.15","72.41","71.47","72.40","62,524,008"
06/05/2013,"72.77","73.04","71.99","72.05","48,654,168"
06/04/2013,"73.52","73.82","72.70","73.00","35,256,039"
06/03/2013,"73.31","73.40","72.43","73.38","47,613,031"
05/31/2013,"73.65","74.21","73.17","73.25","38,354,680"
05/30/2013,"73.57","74.28","73.55","73.93","32,390,461"
05/29/2013,"73.59","73.80","73.12","73.54","32,095,600"
05/28/2013,"74.25","74.54","73.66","73.89","27,065,811"
05/24/2013,"72.96","73.43","72.76","73.41","26,435,961"
05/23/2013,"72.95","73.70","72.83","73.45","48,229,441"
05/22/2013,"74.36","74.95","73.24","73.62","59,843,168"
05/21/2013,"74.18","74.54","73.89","74.27","25,899,971"
05/20/2013,"74.09","74.43","73.89","74.19","25,135,779"
05/17/2013,"73.95","74.33","73.73","74.30","31,117,109"
05/16/2013,"73.77","74.10","73.55","73.59","27,253,369"
05/15/2013,"73.38","73.74","73.20","73.67","27,214,311"
05/14/2013,"73.13","73.74","73.13","73.52","36,017,633"
05/13/2013,"72.93","73.32","72.86","73.14","29,730,020"
05/10/2013,"72.73","73.08","72.63","73.05","20,663,680"
05/09/2013,"72.55","73.10","72.47","72.61","29,344,430"
05/08/2013,"72.31","72.77","72.20","72.71","24,257,980"
05/07/2013,"72.50","72.57","72.09","72.36","25,838,020"
05/06/2013,"72.25","72.51","72.19","72.40","19,244,279"
05/03/2013,"71.94","72.34","71.91","72.12","34,061,648"
05/02/2013,"70.51","71.43","70.45","71.28","31,744,160"
05/01/2013,"70.71","70.85","70.25","70.39","28,539,539"
04/30/2013,"70.29","70.73","70.04","70.72","30,146,330"
04/29/2013,"69.78","70.48","69.76","70.21","31,663,920"
04/26/2013,"69.62","69.77","69.27","69.57","24,083,910"
04/25/2013,"69.63","70.05","69.59","69.79","26,437,039"
04/24/2013,"69.26","69.67","69.12","69.42","44,500,633"
04/23/2013,"69.20","69.70","68.82","69.45","53,078,207"
04/22/2013,"68.33","69.04","68.08","68.79","34,412,090"
04/19/2013,"67.31","68.23","67.20","68.09","43,066,871"
04/18/2013,"68.33","68.33","66.88","67.17","56,798,121"
04/17/2013,"68.84","68.89","67.71","68.12","60,204,793"
04/16/2013,"68.99","69.55","68.81","69.47","27,682,570"
04/15/2013,"69.68","69.79","68.48","68.56","48,795,793"
04/12/2013,"69.85","69.99","69.41","69.94","32,791,328"
04/11/2013,"69.84","70.15","69.77","69.99","37,238,273"
04/10/2013,"68.89","70.17","68.88","70.02","55,271,262"
04/09/2013,"68.42","68.96","68.09","68.68","30,931,359"
04/08/2013,"67.88","68.24","67.69","68.22","17,898,520"
04/05/2013,"67.35","67.96","67.19","67.86","55,613,281"
04/04/2013,"68.41","68.60","68.06","68.43","32,287,369"
